id,lat,lon,bearing,timestamp,distance_from_denver_city_center
9401,39.74911880493164,-105.00115203857422,223.0,1620077903000,0.7285354627551427
9405,39.740234375,-104.89761352539062,270.0,1620077898000,8.30670619613332
9406,39.6613655090332,-104.86616516113281,354.0,1620077892000,14.389063826775066
C14D3631CFDE88D1E053DC4D1FAC02E1,39.73766326904297,-105.0062484741211,356.5,1620077923000,1.2852394912711036
C151166378D3A7DFE053DC4D1FACF12B,39.67538833618164,-104.93157958984375,326.0,1620077852000,9.426547998435867
C1516FEAEF236E2EE053DD4D1FAC721D,39.704872131347656,-104.99079132080078,165.0,1620077919000,4.467910306772657
C1516FEAF0436E2EE053DD4D1FAC721D,39.63557052612305,-104.90911102294922,153.5,1620077903000,14.190991395900612
C1516FEAF0686E2EE053DD4D1FAC721D,39.7302360534668,-105.00505828857422,342.0,1620077909000,1.865277649526401
C1516FEAF0776E2EE053DD4D1FAC721D,39.758460998535156,-104.9735336303711,359.0,1620077821000,2.343834121458121
C16008284CF60F75E053DC4D1FACA4F2,39.546627044677734,-104.86972045898438,177.0399932861328,1620077783000,24.50583185644204
C16008284DB40F75E053DC4D1FACA4F2,39.7483024597168,-105.01052856445312,235.0,1620077566000,1.4136547541893876
C161219568DE09DEE053DD4D1FACB9E7,39.713951110839844,-104.9963607788086,154.39999389648438,1620077924000,3.450037296538393
